% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.626	1	2	63	7	14	28	2196	0	0
0.627	1	14	63	8	15	28	2196	0	0
0.628	1	11	63	9	16	28	2196	0	0
0.629	1	17	63	10	27	28	2196	0	0
0.63	1	19	64	1	28	28	2196	0	0
0.631	1	3	64	2	29	28	2196	0	0
0.632	1	18	64	3	30	28	2196	0	0
0.633	1	9	64	4	36	28	2196	0	0
0.634	1	10	64	5	37	28	2196	0	0
0.635	1	7	64	6	38	28	2196	0	0
0.636	1	6	64	7	39	28	2196	0	0
0.637	1	4	64	8	42	28	2196	0	0
0.638	1	8	64	9	43	28	2196	0	0
0.639	1	16	64	10	44	28	2196	0	0
0.64	1	15	65	1	45	28	2196	0	0
0.641	1	5	65	2	1	28	2196	0	0
0.642	1	12	65	3	2	28	2196	0	0
0.643	1	1	65	4	3	28	2196	0	0
0.644	1	13	65	5	4	28	2196	0	0
0.645	1	20	65	6	13	28	2196	0	0
0.646	1	2	65	7	14	28	2196	0	0
0.647	1	14	65	8	15	28	2196	0	0
0.648	1	11	65	9	16	28	2196	0	0
0.649	1	17	65	10	27	28	2196	0	0
0.65	1	19	66	1	28	28	2196	0	0
0.651	1	3	66	2	29	28	2196	0	0
0.652	1	18	66	3	30	28	2196	0	0
0.653	1	9	66	4	36	28	2196	0	0
0.654	1	10	66	5	37	28	2196	0	0
0.655	1	7	66	6	38	28	2196	0	0
0.656	1	6	66	7	39	28	2196	0	0
0.657	1	4	66	8	42	28	2196	0	0
0.658	1	8	66	9	43	28	2196	0	0
0.659	1	16	66	10	44	28	2196	0	0
0.66	1	15	67	1	45	28	2196	0	0
0.661	1	5	67	2	1	28	2196	0	0
0.662	1	12	67	3	2	28	2196	0	0
0.663	1	1	67	4	3	28	2196	0	0
0.664	1	13	67	5	4	28	2196	0	0
0.665	1	20	67	6	13	28	2196	0	0
0.666	1	2	67	7	14	28	2196	0	0
0.667	1	14	67	8	15	28	2196	0	0
0.668	1	11	67	9	16	28	2196	0	0
0.669	1	17	67	10	27	28	2196	0	0
0.67	1	19	68	1	28	28	2196	0	0
0.671	1	3	68	2	29	28	2196	0	0
0.672	1	18	68	3	30	28	2196	0	0
0.673	1	9	68	4	36	28	2196	0	0
0.674	1	10	68	5	37	28	2196	0	0
0.675	1	7	68	6	38	28	2196	0	0
0.676	1	6	68	7	39	28	2196	0	0
0.677	1	4	68	8	42	28	2196	0	0
0.678	1	8	68	9	43	28	2196	0	0
0.679	1	16	68	10	44	28	2196	0	0
0.68	1	15	69	1	45	28	2196	0	0
0.681	1	5	69	2	1	28	2196	0	0
0.682	1	12	69	3	2	28	2196	0	0
0.683	1	1	69	4	3	28	2196	0	0
0.684	1	13	69	5	4	28	2196	0	0
0.685	1	20	69	6	13	28	2196	0	0
0.686	1	2	69	7	14	28	2196	0	0
0.687	1	14	69	8	15	28	2196	0	0
0.688	1	11	69	9	16	28	2196	0	0
0.689	1	17	69	10	27	28	2196	0	0
0.69	1	19	70	1	28	28	2196	0	0
0.691	1	3	70	2	29	28	2196	0	0
0.692	1	18	70	3	30	28	2196	0	0
0.693	1	9	70	4	36	28	2196	0	0
0.694	1	10	70	5	37	28	2196	0	0
0.695	1	7	70	6	38	28	2196	0	0
0.696	1	6	70	7	39	28	2196	0	0
0.697	1	4	70	8	42	28	2196	0	0
0.698	1	8	70	9	43	28	2196	0	0
0.699	1	16	70	10	44	28	2196	0	0
0.7	1	15	71	1	45	28	2196	0	0
0.701	1	5	71	2	1	28	2196	0	0
0.702	1	12	71	3	2	28	2196	0	0
0.703	1	1	71	4	3	28	2196	0	0
0.704	1	13	71	5	4	28	2196	0	0
0.705	1	20	71	6	13	28	2196	0	0
0.706	1	2	71	7	14	28	2196	0	0
0.707	1	14	71	8	15	28	2196	0	0
0.708	1	11	71	9	16	28	2196	0	0
0.709	1	17	71	10	27	28	2196	0	0
0.71	1	19	72	1	28	28	2196	0	0
0.711	1	3	72	2	29	28	2196	0	0
0.712	1	18	72	3	30	28	2196	0	0
0.713	1	9	72	4	36	28	2196	0	0
0.714	1	10	72	5	37	28	2196	0	0
0.715	1	7	72	6	38	28	2196	0	0
0.716	1	6	72	7	39	28	2196	0	0
0.717	1	4	72	8	42	28	2196	0	0
0.718	1	8	72	9	43	28	2196	0	0
0.719	1	16	72	10	44	28	2196	0	0
0.72	1	15	73	1	45	28	2196	0	0
0.721	1	5	73	2	1	28	2196	0	0
0.722	1	12	73	3	2	28	2196	0	0
0.723	1	1	73	4	3	28	2196	0	0
0.724	1	13	73	5	4	28	2196	0	0
0.725	1	20	73	6	13	28	2196	0	0
0.726	1	2	73	7	14	28	2196	0	0
0.727	1	14	73	8	15	28	2196	0	0
0.728	1	11	73	9	16	28	2196	0	0
0.729	1	17	73	10	27	28	2196	0	0
0.73	1	19	74	1	28	28	2196	0	0
0.731	1	3	74	2	29	28	2196	0	0
0.732	1	18	74	3	30	28	2196	0	0
0.733	1	9	74	4	36	28	2196	0	0
0.734	1	10	74	5	37	28	2196	0	0
0.735	1	7	74	6	38	28	2196	0	0
0.736	1	6	74	7	39	28	2196	0	0
0.737	1	4	74	8	42	28	2196	0	0
0.738	1	8	74	9	43	28	2196	0	0
0.739	1	16	74	10	44	28	2196	0	0
0.74	1	15	75	1	45	28	2196	0	0
0.741	1	5	75	2	1	28	2196	0	0
0.742	1	12	75	3	2	28	2196	0	0
0.743	1	1	75	4	3	28	2196	0	0
0.744	1	13	75	5	4	28	2196	0	0
0.745	1	20	75	6	13	28	2196	0	0
0.746	1	2	75	7	14	28	2196	0	0
0.747	1	14	75	8	15	28	2196	0	0
0.748	1	11	75	9	16	28	2196	0	0
0.749	1	17	75	10	27	28	2196	0	0
0.75	1	19	76	1	28	28	2196	0	0
0.751	1	3	76	2	29	28	2196	0	0
0.752	1	18	76	3	30	28	2196	0	0
0.753	1	9	76	4	36	28	2196	0	0
0.754	1	10	76	5	37	28	2196	0	0
0.755	1	7	76	6	38	28	2196	0	0
0.756	1	6	76	7	39	28	2196	0	0
0.757	1	4	76	8	42	28	2196	0	0
0.758	1	8	76	9	43	28	2196	0	0
0.759	1	16	76	10	44	28	2196	0	0
0.76	1	15	77	1	45	28	2196	0	0
0.761	1	5	77	2	1	28	2196	0	0
0.762	1	12	77	3	2	28	2196	0	0
0.763	1	1	77	4	3	28	2196	0	0
0.764	1	13	77	5	4	28	2196	0	0
0.765	1	20	77	6	13	28	2196	0	0
0.766	1	2	77	7	14	28	2196	0	0
0.767	1	14	77	8	15	28	2196	0	0
0.768	1	11	77	9	16	28	2196	0	0
0.769	1	17	77	10	27	28	2196	0	0
0.77	1	19	78	1	28	28	2196	0	0
0.771	1	3	78	2	29	28	2196	0	0
0.772	1	18	78	3	30	28	2196	0	0
0.773	1	9	78	4	36	28	2196	0	0
0.774	1	10	78	5	37	28	2196	0	0
0.775	1	7	78	6	38	28	2196	0	0
0.776	1	6	78	7	39	28	2196	0	0
0.777	1	4	78	8	42	28	2196	0	0
0.778	1	8	78	9	43	28	2196	0	0
0.779	1	16	78	10	44	28	2196	0	0
0.78	1	15	79	1	45	28	2196	0	0
0.781	1	5	79	2	1	28	2196	0	0
0.782	1	12	79	3	2	28	2196	0	0
0.783	1	1	79	4	3	28	2196	0	0
0.784	1	13	79	5	4	28	2196	0	0
0.785	1	20	79	6	13	28	2196	0	0
0.786	1	2	79	7	14	28	2196	0	0
0.787	1	14	79	8	15	28	2196	0	0
0.788	1	11	79	9	16	28	2196	0	0
0.789	1	17	79	10	27	28	2196	0	0
0.79	1	19	80	1	28	28	2196	0	0
0.791	1	3	80	2	29	28	2196	0	0
0.792	1	18	80	3	30	28	2196	0	0
0.793	1	9	80	4	36	28	2196	0	0
0.794	1	10	80	5	37	28	2196	0	0
0.795	1	7	80	6	38	28	2196	0	0
0.796	1	6	80	7	39	28	2196	0	0
0.797	1	4	80	8	42	28	2196	0	0
0.798	1	8	80	9	43	28	2196	0	0
0.799	1	16	80	10	44	28	2196	0	0
0.8	1	15	81	1	45	28	2196	0	0
0.801	1	5	81	2	1	28	2196	0	0
0.802	1	12	81	3	2	28	2196	0	0
0.803	1	1	81	4	3	28	2196	0	0
0.804	1	13	81	5	4	28	2196	0	0
0.805	1	20	81	6	13	28	2196	0	0
0.806	1	2	81	7	14	28	2196	0	0
0.807	1	14	81	8	15	28	2196	0	0
0.808	1	11	81	9	16	28	2196	0	0
0.809	1	17	81	10	27	28	2196	0	0
0.81	1	19	82	1	28	28	2196	0	0
0.811	1	3	82	2	29	28	2196	0	0
0.812	1	18	82	3	30	28	2196	0	0
0.813	1	9	82	4	36	28	2196	0	0
0.814	1	10	82	5	37	28	2196	0	0
0.815	1	7	82	6	38	28	2196	0	0
0.816	1	6	82	7	39	28	2196	0	0
0.817	1	4	82	8	42	28	2196	0	0
0.818	1	8	82	9	43	28	2196	0	0
0.819	1	16	82	10	44	28	2196	0	0
0.82	1	15	83	1	45	28	2196	0	0
0.821	1	5	83	2	1	28	2196	0	0
0.822	1	12	83	3	2	28	2196	0	0
0.823	1	1	83	4	3	28	2196	0	0
0.824	1	13	83	5	4	28	2196	0	0
0.825	1	20	83	6	13	28	2196	0	0
0.826	1	2	83	7	14	28	2196	0	0
0.827	1	14	83	8	15	28	2196	0	0
0.828	1	11	83	9	16	28	2196	0	0
0.829	1	17	83	10	27	28	2196	0	0
0.83	1	19	84	1	28	28	2196	0	0
0.831	1	3	84	2	29	28	2196	0	0
0.832	1	18	84	3	30	28	2196	0	0
0.833	1	9	84	4	36	28	2196	0	0
0.834	1	10	84	5	37	28	2196	0	0
0.835	1	7	84	6	38	28	2196	0	0
0.836	1	6	84	7	39	28	2196	0	0
0.837	1	4	84	8	42	28	2196	0	0
0.838	1	8	84	9	43	28	2196	0	0
0.839	1	16	84	10	44	28	2196	0	0
0.84	1	15	85	1	45	28	2196	0	0
0.841	1	5	85	2	1	28	2196	0	0
0.842	1	12	85	3	2	28	2196	0	0
0.843	1	1	85	4	3	28	2196	0	0
0.844	1	13	85	5	4	28	2196	0	0
0.845	1	20	85	6	13	28	2196	0	0
0.846	1	2	85	7	14	28	2196	0	0
0.847	1	14	85	8	15	28	2196	0	0
0.848	1	11	85	9	16	28	2196	0	0
0.849	1	17	85	10	27	28	2196	0	0
0.85	1	19	86	1	28	28	2196	0	0
0.851	1	3	86	2	29	28	2196	0	0
0.852	1	18	86	3	30	28	2196	0	0
0.853	1	9	86	4	36	28	2196	0	0
0.854	1	10	86	5	37	28	2196	0	0
0.855	1	7	86	6	38	28	2196	0	0
0.856	1	6	86	7	39	28	2196	0	0
0.857	1	4	86	8	42	28	2196	0	0
0.858	1	8	86	9	43	28	2196	0	0
0.859	1	16	86	10	44	28	2196	0	0
0.86	1	15	87	1	45	28	2196	0	0
0.861	1	5	87	2	1	28	2196	0	0
0.862	1	12	87	3	2	28	2196	0	0
0.863	1	1	87	4	3	28	2196	0	0
0.864	1	13	87	5	4	28	2196	0	0
0.865	1	20	87	6	13	28	2196	0	0
0.866	1	2	87	7	14	28	2196	0	0
0.867	1	14	87	8	15	28	2196	0	0
0.868	1	11	87	9	16	28	2196	0	0
0.869	1	17	87	10	27	28	2196	0	0
0.87	1	19	88	1	28	28	2196	0	0
0.871	1	3	88	2	29	28	2196	0	0
0.872	1	18	88	3	30	28	2196	0	0
0.873	1	9	88	4	36	28	2196	0	0
0.874	1	10	88	5	37	28	2196	0	0
0.875	1	7	88	6	38	28	2196	0	0
0.876	1	6	88	7	39	28	2196	0	0
0.877	1	4	88	8	42	28	2196	0	0
0.878	1	8	88	9	43	28	2196	0	0
0.879	1	16	88	10	44	28	2196	0	0
0.88	1	15	89	1	45	28	2196	0	0
0.881	1	5	89	2	1	28	2196	0	0
0.882	1	12	89	3	2	28	2196	0	0
0.883	1	1	89	4	3	28	2196	0	0
0.884	1	13	89	5	4	28	2196	0	0
0.885	1	20	89	6	13	28	2196	0	0
0.886	1	2	89	7	14	28	2196	0	0
0.887	1	14	89	8	15	28	2196	0	0
0.888	1	11	89	9	16	28	2196	0	0
0.889	1	17	89	10	27	28	2196	0	0
0.89	1	19	90	1	28	28	2196	0	0
0.891	1	3	90	2	29	28	2196	0	0
0.892	1	18	90	3	30	28	2196	0	0
0.893	1	9	90	4	36	28	2196	0	0
0.894	1	10	90	5	37	28	2196	0	0
0.895	1	7	90	6	38	28	2196	0	0
0.896	1	6	90	7	39	28	2196	0	0
0.897	1	4	90	8	42	28	2196	0	0
0.898	1	8	90	9	43	28	2196	0	0
0.899	1	16	90	10	44	28	2196	0	0
0.9	1	15	91	1	45	28	2196	0	0
0.901	1	5	91	2	1	28	2196	0	0
0.902	1	12	91	3	2	28	2196	0	0
0.903	1	1	91	4	3	28	2196	0	0
0.904	1	13	91	5	4	28	2196	0	0
0.905	1	20	91	6	13	28	2196	0	0
0.906	1	2	91	7	14	28	2196	0	0
0.907	1	14	91	8	15	28	2196	0	0
0.908	1	11	91	9	16	28	2196	0	0
0.909	1	17	91	10	27	28	2196	0	0
0.91	1	19	92	1	28	28	2196	0	0
0.911	1	3	92	2	29	28	2196	0	0
0.912	1	18	92	3	30	28	2196	0	0
0.913	1	9	92	4	36	28	2196	0	0
0.914	1	10	92	5	37	28	2196	0	0
0.915	1	7	92	6	38	28	2196	0	0
0.916	1	6	92	7	39	28	2196	0	0
0.917	1	4	92	8	42	28	2196	0	0
0.918	1	8	92	9	43	28	2196	0	0
0.919	1	16	92	10	44	28	2196	0	0
0.92	1	15	93	1	45	28	2196	0	0
0.921	1	5	93	2	1	28	2196	0	0
0.922	1	12	93	3	2	28	2196	0	0
0.923	1	1	93	4	3	28	2196	0	0
0.924	1	13	93	5	4	28	2196	0	0
0.925	1	20	93	6	13	28	2196	0	0
0.926	1	2	93	7	14	28	2196	0	0
0.927	1	14	93	8	15	28	2196	0	0
0.928	1	11	93	9	16	28	2196	0	0
0.929	1	17	93	10	27	28	2196	0	0
0.93	1	19	94	1	28	28	2196	0	0
0.931	1	3	94	2	29	28	2196	0	0
0.932	1	18	94	3	30	28	2196	0	0
0.933	1	9	94	4	36	28	2196	0	0
0.934	1	10	94	5	37	28	2196	0	0
0.935	1	7	94	6	38	28	2196	0	0
0.936	1	6	94	7	39	28	2196	0	0
0.937	1	4	94	8	42	28	2196	0	0
0.938	1	8	94	9	43	28	2196	0	0
0.939	1	16	94	10	44	28	2196	0	0
0.94	1	15	95	1	45	28	2196	0	0
0.941	1	5	95	2	1	28	2196	0	0
0.942	1	12	95	3	2	28	2196	0	0
0.943	1	1	95	4	3	28	2196	0	0
0.944	1	13	95	5	4	28	2196	0	0
0.945	1	20	95	6	13	28	2196	0	0
0.946	1	2	95	7	14	28	2196	0	0
0.947	1	14	95	8	15	28	2196	0	0
0.948	1	11	95	9	16	28	2196	0	0
0.949	1	17	95	10	27	28	2196	0	0
0.95	1	19	96	1	28	28	2196	0	0
0.951	1	3	96	2	29	28	2196	0	0
0.952	1	18	96	3	30	28	2196	0	0
0.953	1	9	96	4	36	28	2196	0	0
0.954	1	10	96	5	37	28	2196	0	0
0.955	1	7	96	6	38	28	2196	0	0
0.956	1	6	96	7	39	28	2196	0	0
0.957	1	4	96	8	42	28	2196	0	0
0.958	1	8	96	9	43	28	2196	0	0
0.959	1	16	96	10	44	28	2196	0	0
0.96	1	15	97	1	45	28	2196	0	0
0.961	1	5	97	2	1	28	2196	0	0
0.962	1	12	97	3	2	28	2196	0	0
0.963	1	1	97	4	3	28	2196	0	0
0.964	1	13	97	5	4	28	2196	0	0
0.965	1	20	97	6	13	28	2196	0	0
0.966	1	2	97	7	14	28	2196	0	0
0.967	1	14	97	8	15	28	2196	0	0
0.968	1	11	97	9	16	28	2196	0	0
0.969	1	17	97	10	27	28	2196	0	0
0.97	1	19	98	1	28	28	2196	0	0
0.971	1	3	98	2	29	28	2196	0	0
0.972	1	18	98	3	30	28	2196	0	0
0.973	1	9	98	4	36	28	2196	0	0
0.974	1	10	98	5	37	28	2196	0	0
0.975	1	7	98	6	38	28	2196	0	0
0.976	1	6	98	7	39	28	2196	0	0
0.977	1	4	98	8	42	28	2196	0	0
0.978	1	8	98	9	43	28	2196	0	0
0.979	1	16	98	10	44	28	2196	0	0
0.98	1	15	99	1	45	28	2196	0	0
0.981	1	5	99	2	1	28	2196	0	0
0.982	1	12	99	3	2	28	2196	0	0
0.983	1	1	99	4	3	28	2196	0	0
0.984	1	13	99	5	4	28	2196	0	0
0.985	1	20	99	6	13	28	2196	0	0
0.986	1	2	99	7	14	28	2196	0	0
0.987	1	14	99	8	15	28	2196	0	0
0.988	1	11	99	9	16	28	2196	0	0
0.989	1	17	99	10	27	28	2196	0	0
0.99	1	19	100	1	28	28	2196	0	0
0.991	1	3	100	2	29	28	2196	0	0
0.992	1	18	100	3	30	28	2196	0	0
0.993	1	9	100	4	36	28	2196	0	0
0.994	1	10	100	5	37	28	2196	0	0
0.995	1	7	100	6	38	28	2196	0	0
0.996	1	6	100	7	39	28	2196	0	0
0.997	1	4	100	8	42	28	2196	0	0
0.998	1	8	100	9	43	28	2196	0	0
0.999	1	16	100	10	44	28	2196	0	0
