% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
0.156	1	2	16	7	7	28	373
0.156	1	6	16	7	8	28	373
0.157	1	5	16	8	1	28	373
0.157	1	3	16	8	2	28	373
0.157	1	1	16	8	3	28	373
0.157	1	4	16	8	4	28	373
0.157	1	2	16	8	7	28	373
0.157	1	6	16	8	8	28	373
0.158	1	5	16	9	1	28	373
0.158	1	3	16	9	2	28	373
0.158	1	1	16	9	3	28	373
0.158	1	4	16	9	4	28	373
0.158	1	2	16	9	7	28	373
0.158	1	6	16	9	8	28	373
0.159	1	5	16	10	1	28	373
0.159	1	3	16	10	2	28	373
0.159	1	1	16	10	3	28	373
0.159	1	4	16	10	4	28	373
0.159	1	2	16	10	7	28	373
0.159	1	6	16	10	8	28	373
0.16	1	5	17	1	1	28	373
0.16	1	3	17	1	2	28	373
0.16	1	1	17	1	3	28	373
0.16	1	4	17	1	4	28	373
0.16	1	2	17	1	7	28	373
0.16	1	6	17	1	8	28	373
0.161	1	5	17	2	1	28	373
0.161	1	3	17	2	2	28	373
0.161	1	1	17	2	3	28	373
0.161	1	4	17	2	4	28	373
0.161	1	2	17	2	7	28	373
0.161	1	6	17	2	8	28	373
0.162	1	5	17	3	1	28	373
0.162	1	3	17	3	2	28	373
0.162	1	1	17	3	3	28	373
0.162	1	4	17	3	4	28	373
0.162	1	2	17	3	7	28	373
0.162	1	6	17	3	8	28	373
0.163	1	5	17	4	1	28	373
0.163	1	3	17	4	2	28	373
0.163	1	1	17	4	3	28	373
0.163	1	4	17	4	4	28	373
0.163	1	2	17	4	7	28	373
0.163	1	6	17	4	8	28	373
0.164	1	5	17	5	1	28	373
0.164	1	3	17	5	2	28	373
0.164	1	1	17	5	3	28	373
0.164	1	4	17	5	4	28	373
0.164	1	2	17	5	7	28	373
0.164	1	6	17	5	8	28	373
0.165	1	5	17	6	1	28	373
0.165	1	3	17	6	2	28	373
0.165	1	1	17	6	3	28	373
0.165	1	4	17	6	4	28	373
0.165	1	2	17	6	7	28	373
0.165	1	6	17	6	8	28	373
0.166	1	5	17	7	1	28	373
0.166	1	3	17	7	2	28	373
0.166	1	1	17	7	3	28	373
0.166	1	4	17	7	4	28	373
0.166	1	2	17	7	7	28	373
0.166	1	6	17	7	8	28	373
0.167	1	5	17	8	1	28	373
0.167	1	3	17	8	2	28	373
0.167	1	1	17	8	3	28	373
0.167	1	4	17	8	4	28	373
0.167	1	2	17	8	7	28	373
0.167	1	6	17	8	8	28	373
0.168	1	5	17	9	1	28	373
0.168	1	3	17	9	2	28	373
0.168	1	1	17	9	3	28	373
0.168	1	4	17	9	4	28	373
0.168	1	2	17	9	7	28	373
0.168	1	6	17	9	8	28	373
0.169	1	5	17	10	1	28	373
0.169	1	3	17	10	2	28	373
0.169	1	1	17	10	3	28	373
0.169	1	4	17	10	4	28	373
0.169	1	2	17	10	7	28	373
0.169	1	6	17	10	8	28	373
0.17	1	5	18	1	1	28	373
0.17	1	3	18	1	2	28	373
0.17	1	1	18	1	3	28	373
0.17	1	4	18	1	4	28	373
0.17	1	2	18	1	7	28	373
0.17	1	6	18	1	8	28	373
0.171	1	5	18	2	1	28	373
0.171	1	3	18	2	2	28	373
0.171	1	1	18	2	3	28	373
0.171	1	4	18	2	4	28	373
0.171	1	2	18	2	7	28	373
0.171	1	6	18	2	8	28	373
0.172	1	5	18	3	1	28	373
0.172	1	3	18	3	2	28	373
0.172	1	1	18	3	3	28	373
0.172	1	4	18	3	4	28	373
0.172	1	2	18	3	7	28	373
0.172	1	6	18	3	8	28	373
0.173	1	5	18	4	1	28	373
0.173	1	3	18	4	2	28	373
0.173	1	1	18	4	3	28	373
0.173	1	4	18	4	4	28	373
0.173	1	2	18	4	7	28	373
0.173	1	6	18	4	8	28	373
0.174	1	5	18	5	1	28	373
0.174	1	3	18	5	2	28	373
0.174	1	1	18	5	3	28	373
0.174	1	4	18	5	4	28	373
0.174	1	2	18	5	7	28	373
0.174	1	6	18	5	8	28	373
0.175	1	5	18	6	1	28	373
0.175	1	3	18	6	2	28	373
0.175	1	1	18	6	3	28	373
0.175	1	4	18	6	4	28	373
0.175	1	2	18	6	7	28	373
0.175	1	6	18	6	8	28	373
0.176	1	5	18	7	1	28	373
0.176	1	3	18	7	2	28	373
0.176	1	1	18	7	3	28	373
0.176	1	4	18	7	4	28	373
0.176	1	2	18	7	7	28	373
0.176	1	6	18	7	8	28	373
0.177	1	5	18	8	1	28	373
0.177	1	3	18	8	2	28	373
0.177	1	1	18	8	3	28	373
0.177	1	4	18	8	4	28	373
0.177	1	2	18	8	7	28	373
0.177	1	6	18	8	8	28	373
0.178	1	5	18	9	1	28	373
0.178	1	3	18	9	2	28	373
0.178	1	1	18	9	3	28	373
0.178	1	4	18	9	4	28	373
0.178	1	2	18	9	7	28	373
0.178	1	6	18	9	8	28	373
0.179	1	5	18	10	1	28	373
0.179	1	3	18	10	2	28	373
0.179	1	1	18	10	3	28	373
0.179	1	4	18	10	4	28	373
0.179	1	2	18	10	7	28	373
0.179	1	6	18	10	8	28	373
0.18	1	5	19	1	1	28	373
0.18	1	3	19	1	2	28	373
0.18	1	1	19	1	3	28	373
0.18	1	4	19	1	4	28	373
0.18	1	2	19	1	7	28	373
0.18	1	6	19	1	8	28	373
0.181	1	5	19	2	1	28	373
0.181	1	3	19	2	2	28	373
0.181	1	1	19	2	3	28	373
0.181	1	4	19	2	4	28	373
0.181	1	2	19	2	7	28	373
0.181	1	6	19	2	8	28	373
0.182	1	5	19	3	1	28	373
0.182	1	3	19	3	2	28	373
0.182	1	1	19	3	3	28	373
0.182	1	4	19	3	4	28	373
0.182	1	2	19	3	7	28	373
0.182	1	6	19	3	8	28	373
0.183	1	5	19	4	1	28	373
0.183	1	3	19	4	2	28	373
0.183	1	1	19	4	3	28	373
0.183	1	4	19	4	4	28	373
0.183	1	2	19	4	7	28	373
0.183	1	6	19	4	8	28	373
0.184	1	5	19	5	1	28	373
0.184	1	3	19	5	2	28	373
0.184	1	1	19	5	3	28	373
0.184	1	4	19	5	4	28	373
0.184	1	2	19	5	7	28	373
0.184	1	6	19	5	8	28	373
0.185	1	5	19	6	1	28	373
0.185	1	3	19	6	2	28	373
0.185	1	1	19	6	3	28	373
0.185	1	4	19	6	4	28	373
0.185	1	2	19	6	7	28	373
0.185	1	6	19	6	8	28	373
0.186	1	5	19	7	1	28	373
0.186	1	3	19	7	2	28	373
0.186	1	1	19	7	3	28	373
0.186	1	4	19	7	4	28	373
0.186	1	2	19	7	7	28	373
0.186	1	6	19	7	8	28	373
0.187	1	5	19	8	1	28	373
0.187	1	3	19	8	2	28	373
0.187	1	1	19	8	3	28	373
0.187	1	4	19	8	4	28	373
0.187	1	2	19	8	7	28	373
0.187	1	6	19	8	8	28	373
0.188	1	5	19	9	1	28	373
0.188	1	3	19	9	2	28	373
0.188	1	1	19	9	3	28	373
0.188	1	4	19	9	4	28	373
0.188	1	2	19	9	7	28	373
0.188	1	6	19	9	8	28	373
0.189	1	5	19	10	1	28	373
0.189	1	3	19	10	2	28	373
0.189	1	1	19	10	3	28	373
0.189	1	4	19	10	4	28	373
0.189	1	2	19	10	7	28	373
0.189	1	6	19	10	8	28	373
0.19	1	5	20	1	1	28	373
0.19	1	3	20	1	2	28	373
0.19	1	1	20	1	3	28	373
0.19	1	4	20	1	4	28	373
0.19	1	2	20	1	7	28	373
0.19	1	6	20	1	8	28	373
0.191	1	5	20	2	1	28	373
0.191	1	3	20	2	2	28	373
0.191	1	1	20	2	3	28	373
0.191	1	4	20	2	4	28	373
0.191	1	2	20	2	7	28	373
0.191	1	6	20	2	8	28	373
0.192	1	5	20	3	1	28	373
0.192	1	3	20	3	2	28	373
0.192	1	1	20	3	3	28	373
0.192	1	4	20	3	4	28	373
0.192	1	2	20	3	7	28	373
0.192	1	6	20	3	8	28	373
0.193	1	5	20	4	1	28	373
0.193	1	3	20	4	2	28	373
0.193	1	1	20	4	3	28	373
0.193	1	4	20	4	4	28	373
0.193	1	2	20	4	7	28	373
0.193	1	6	20	4	8	28	373
0.194	1	5	20	5	1	28	373
0.194	1	3	20	5	2	28	373
0.194	1	1	20	5	3	28	373
0.194	1	4	20	5	4	28	373
0.194	1	2	20	5	7	28	373
0.194	1	6	20	5	8	28	373
0.195	1	5	20	6	1	28	373
0.195	1	3	20	6	2	28	373
0.195	1	1	20	6	3	28	373
0.195	1	4	20	6	4	28	373
0.195	1	2	20	6	7	28	373
0.195	1	6	20	6	8	28	373
0.196	1	5	20	7	1	28	373
0.196	1	3	20	7	2	28	373
0.196	1	1	20	7	3	28	373
0.196	1	4	20	7	4	28	373
0.196	1	2	20	7	7	28	373
0.196	1	6	20	7	8	28	373
0.197	1	5	20	8	1	28	373
0.197	1	3	20	8	2	28	373
0.197	1	1	20	8	3	28	373
0.197	1	4	20	8	4	28	373
0.197	1	2	20	8	7	28	373
0.197	1	6	20	8	8	28	373
0.198	1	5	20	9	1	28	373
0.198	1	3	20	9	2	28	373
0.198	1	1	20	9	3	28	373
0.198	1	4	20	9	4	28	373
0.198	1	2	20	9	7	28	373
0.198	1	6	20	9	8	28	373
0.199	1	5	20	10	1	28	373
0.199	1	3	20	10	2	28	373
0.199	1	1	20	10	3	28	373
0.199	1	4	20	10	4	28	373
0.199	1	2	20	10	7	28	373
0.199	1	6	20	10	8	28	373
0.2	1	5	21	1	1	28	373
0.2	1	3	21	1	2	28	373
0.2	1	1	21	1	3	28	373
0.2	1	4	21	1	4	28	373
0.2	1	2	21	1	7	28	373
0.2	1	6	21	1	8	28	373
0.201	1	5	21	2	1	28	373
0.201	1	3	21	2	2	28	373
0.201	1	1	21	2	3	28	373
0.201	1	4	21	2	4	28	373
0.201	1	2	21	2	7	28	373
0.201	1	6	21	2	8	28	373
0.202	1	5	21	3	1	28	373
0.202	1	3	21	3	2	28	373
0.202	1	1	21	3	3	28	373
0.202	1	4	21	3	4	28	373
0.202	1	2	21	3	7	28	373
0.202	1	6	21	3	8	28	373
0.203	1	5	21	4	1	28	373
0.203	1	3	21	4	2	28	373
0.203	1	1	21	4	3	28	373
0.203	1	4	21	4	4	28	373
0.203	1	2	21	4	7	28	373
0.203	1	6	21	4	8	28	373
0.204	1	5	21	5	1	28	373
0.204	1	3	21	5	2	28	373
0.204	1	1	21	5	3	28	373
0.204	1	4	21	5	4	28	373
0.204	1	2	21	5	7	28	373
0.204	1	6	21	5	8	28	373
0.205	1	5	21	6	1	28	373
0.205	1	3	21	6	2	28	373
0.205	1	1	21	6	3	28	373
0.205	1	4	21	6	4	28	373
0.205	1	2	21	6	7	28	373
0.205	1	6	21	6	8	28	373
0.206	1	5	21	7	1	28	373
0.206	1	3	21	7	2	28	373
0.206	1	1	21	7	3	28	373
0.206	1	4	21	7	4	28	373
0.206	1	2	21	7	7	28	373
0.206	1	6	21	7	8	28	373
0.207	1	5	21	8	1	28	373
0.207	1	3	21	8	2	28	373
0.207	1	1	21	8	3	28	373
0.207	1	4	21	8	4	28	373
0.207	1	2	21	8	7	28	373
0.207	1	6	21	8	8	28	373
0.208	1	5	21	9	1	28	373
0.208	1	3	21	9	2	28	373
0.208	1	1	21	9	3	28	373
0.208	1	4	21	9	4	28	373
0.208	1	2	21	9	7	28	373
0.208	1	6	21	9	8	28	373
0.209	1	5	21	10	1	28	373
0.209	1	3	21	10	2	28	373
0.209	1	1	21	10	3	28	373
0.209	1	4	21	10	4	28	373
0.209	1	2	21	10	7	28	373
0.209	1	6	21	10	8	28	373
0.21	1	5	22	1	1	28	373
0.21	1	3	22	1	2	28	373
0.21	1	1	22	1	3	28	373
0.21	1	4	22	1	4	28	373
0.21	1	2	22	1	7	28	373
0.21	1	6	22	1	8	28	373
0.211	1	5	22	2	1	28	373
0.211	1	3	22	2	2	28	373
0.211	1	1	22	2	3	28	373
0.211	1	4	22	2	4	28	373
0.211	1	2	22	2	7	28	373
0.211	1	6	22	2	8	28	373
0.212	1	5	22	3	1	28	373
0.212	1	3	22	3	2	28	373
0.212	1	1	22	3	3	28	373
0.212	1	4	22	3	4	28	373
0.212	1	2	22	3	7	28	373
0.212	1	6	22	3	8	28	373
0.213	1	5	22	4	1	28	373
0.213	1	3	22	4	2	28	373
0.213	1	1	22	4	3	28	373
0.213	1	4	22	4	4	28	373
0.213	1	2	22	4	7	28	373
0.213	1	6	22	4	8	28	373
0.214	1	5	22	5	1	28	373
0.214	1	3	22	5	2	28	373
0.214	1	1	22	5	3	28	373
0.214	1	4	22	5	4	28	373
0.214	1	2	22	5	7	28	373
0.214	1	6	22	5	8	28	373
0.215	1	5	22	6	1	28	373
0.215	1	3	22	6	2	28	373
0.215	1	1	22	6	3	28	373
0.215	1	4	22	6	4	28	373
0.215	1	2	22	6	7	28	373
0.215	1	6	22	6	8	28	373
0.216	1	5	22	7	1	28	373
0.216	1	3	22	7	2	28	373
0.216	1	1	22	7	3	28	373
0.216	1	4	22	7	4	28	373
0.216	1	2	22	7	7	28	373
0.216	1	6	22	7	8	28	373
0.217	1	5	22	8	1	28	373
0.217	1	3	22	8	2	28	373
0.217	1	1	22	8	3	28	373
0.217	1	4	22	8	4	28	373
0.217	1	2	22	8	7	28	373
0.217	1	6	22	8	8	28	373
0.218	1	5	22	9	1	28	373
0.218	1	3	22	9	2	28	373
0.218	1	1	22	9	3	28	373
0.218	1	4	22	9	4	28	373
0.218	1	2	22	9	7	28	373
0.218	1	6	22	9	8	28	373
0.219	1	5	22	10	1	28	373
0.219	1	3	22	10	2	28	373
0.219	1	1	22	10	3	28	373
0.219	1	4	22	10	4	28	373
0.219	1	2	22	10	7	28	373
0.219	1	6	22	10	8	28	373
0.22	1	5	23	1	1	28	373
0.22	1	3	23	1	2	28	373
0.22	1	1	23	1	3	28	373
0.22	1	4	23	1	4	28	373
0.22	1	2	23	1	7	28	373
0.22	1	6	23	1	8	28	373
0.221	1	5	23	2	1	28	373
0.221	1	3	23	2	2	28	373
0.221	1	1	23	2	3	28	373
0.221	1	4	23	2	4	28	373
0.221	1	2	23	2	7	28	373
0.221	1	6	23	2	8	28	373
0.222	1	5	23	3	1	28	373
0.222	1	3	23	3	2	28	373
0.222	1	1	23	3	3	28	373
0.222	1	4	23	3	4	28	373
0.222	1	2	23	3	7	28	373
0.222	1	6	23	3	8	28	373
0.223	1	5	23	4	1	28	373
0.223	1	3	23	4	2	28	373
0.223	1	1	23	4	3	28	373
0.223	1	4	23	4	4	28	373
0.223	1	2	23	4	7	28	373
0.223	1	6	23	4	8	28	373
0.224	1	5	23	5	1	28	373
0.224	1	3	23	5	2	28	373
0.224	1	1	23	5	3	28	373
0.224	1	4	23	5	4	28	373
0.224	1	2	23	5	7	28	373
0.224	1	6	23	5	8	28	373
0.225	1	5	23	6	1	28	373
0.225	1	3	23	6	2	28	373
0.225	1	1	23	6	3	28	373
0.225	1	4	23	6	4	28	373
0.225	1	2	23	6	7	28	373
0.225	1	6	23	6	8	28	373
0.226	1	5	23	7	1	28	373
0.226	1	3	23	7	2	28	373
0.226	1	1	23	7	3	28	373
0.226	1	4	23	7	4	28	373
0.226	1	2	23	7	7	28	373
0.226	1	6	23	7	8	28	373
0.227	1	5	23	8	1	28	373
0.227	1	3	23	8	2	28	373
0.227	1	1	23	8	3	28	373
0.227	1	4	23	8	4	28	373
0.227	1	2	23	8	7	28	373
0.227	1	6	23	8	8	28	373
0.228	1	5	23	9	1	28	373
0.228	1	3	23	9	2	28	373
0.228	1	1	23	9	3	28	373
0.228	1	4	23	9	4	28	373
0.228	1	2	23	9	7	28	373
0.228	1	6	23	9	8	28	373
0.229	1	5	23	10	1	28	373
0.229	1	3	23	10	2	28	373
0.229	1	1	23	10	3	28	373
0.229	1	4	23	10	4	28	373
0.229	1	2	23	10	7	28	373
0.229	1	6	23	10	8	28	373
0.23	1	5	24	1	1	28	373
0.23	1	3	24	1	2	28	373
0.23	1	1	24	1	3	28	373
0.23	1	4	24	1	4	28	373
0.23	1	2	24	1	7	28	373
0.23	1	6	24	1	8	28	373
0.231	1	5	24	2	1	28	373
0.231	1	3	24	2	2	28	373
0.231	1	1	24	2	3	28	373
0.231	1	4	24	2	4	28	373
0.231	1	2	24	2	7	28	373
0.231	1	6	24	2	8	28	373
0.232	1	5	24	3	1	28	373
0.232	1	3	24	3	2	28	373
0.232	1	1	24	3	3	28	373
0.232	1	4	24	3	4	28	373
0.232	1	2	24	3	7	28	373
0.232	1	6	24	3	8	28	373
0.233	1	5	24	4	1	28	373
0.233	1	3	24	4	2	28	373
0.233	1	1	24	4	3	28	373
0.233	1	4	24	4	4	28	373
0.233	1	2	24	4	7	28	373
0.233	1	6	24	4	8	28	373
0.234	1	5	24	5	1	28	373
0.234	1	3	24	5	2	28	373
0.234	1	1	24	5	3	28	373
0.234	1	4	24	5	4	28	373
0.234	1	2	24	5	7	28	373
0.234	1	6	24	5	8	28	373
0.235	1	5	24	6	1	28	373
0.235	1	3	24	6	2	28	373
0.235	1	1	24	6	3	28	373
0.235	1	4	24	6	4	28	373
0.235	1	2	24	6	7	28	373
0.235	1	6	24	6	8	28	373
0.236	1	5	24	7	1	28	373
0.236	1	3	24	7	2	28	373
0.236	1	1	24	7	3	28	373
0.236	1	4	24	7	4	28	373
0.236	1	2	24	7	7	28	373
0.236	1	6	24	7	8	28	373
0.237	1	5	24	8	1	28	373
0.237	1	3	24	8	2	28	373
0.237	1	1	24	8	3	28	373
0.237	1	4	24	8	4	28	373
0.237	1	2	24	8	7	28	373
0.237	1	6	24	8	8	28	373
0.238	1	5	24	9	1	28	373
0.238	1	3	24	9	2	28	373
0.238	1	1	24	9	3	28	373
0.238	1	4	24	9	4	28	373
0.238	1	2	24	9	7	28	373
0.238	1	6	24	9	8	28	373
0.239	1	5	24	10	1	28	373
0.239	1	3	24	10	2	28	373
0.239	1	1	24	10	3	28	373
0.239	1	4	24	10	4	28	373
0.239	1	2	24	10	7	28	373
0.239	1	6	24	10	8	28	373
0.24	1	5	25	1	1	28	373
0.24	1	3	25	1	2	28	373
0.24	1	1	25	1	3	28	373
0.24	1	4	25	1	4	28	373
0.24	1	2	25	1	7	28	373
0.24	1	6	25	1	8	28	373
0.241	1	5	25	2	1	28	373
0.241	1	3	25	2	2	28	373
0.241	1	1	25	2	3	28	373
0.241	1	4	25	2	4	28	373
0.241	1	2	25	2	7	28	373
0.241	1	6	25	2	8	28	373
0.242	1	5	25	3	1	28	373
0.242	1	3	25	3	2	28	373
0.242	1	1	25	3	3	28	373
0.242	1	4	25	3	4	28	373
0.242	1	2	25	3	7	28	373
0.242	1	6	25	3	8	28	373
0.243	1	5	25	4	1	28	373
0.243	1	3	25	4	2	28	373
0.243	1	1	25	4	3	28	373
0.243	1	4	25	4	4	28	373
0.243	1	2	25	4	7	28	373
0.243	1	6	25	4	8	28	373
0.244	1	5	25	5	1	28	373
0.244	1	3	25	5	2	28	373
0.244	1	1	25	5	3	28	373
0.244	1	4	25	5	4	28	373
0.244	1	2	25	5	7	28	373
0.244	1	6	25	5	8	28	373
0.245	1	5	25	6	1	28	373
0.245	1	3	25	6	2	28	373
0.245	1	1	25	6	3	28	373
0.245	1	4	25	6	4	28	373
0.245	1	2	25	6	7	28	373
0.245	1	6	25	6	8	28	373
0.246	1	5	25	7	1	28	373
0.246	1	3	25	7	2	28	373
0.246	1	1	25	7	3	28	373
0.246	1	4	25	7	4	28	373
0.246	1	2	25	7	7	28	373
0.246	1	6	25	7	8	28	373
0.247	1	5	25	8	1	28	373
0.247	1	3	25	8	2	28	373
0.247	1	1	25	8	3	28	373
0.247	1	4	25	8	4	28	373
0.247	1	2	25	8	7	28	373
0.247	1	6	25	8	8	28	373
0.248	1	5	25	9	1	28	373
0.248	1	3	25	9	2	28	373
0.248	1	1	25	9	3	28	373
0.248	1	4	25	9	4	28	373
0.248	1	2	25	9	7	28	373
0.248	1	6	25	9	8	28	373
0.249	1	5	25	10	1	28	373
0.249	1	3	25	10	2	28	373
0.249	1	1	25	10	3	28	373
0.249	1	4	25	10	4	28	373
0.249	1	2	25	10	7	28	373
0.249	1	6	25	10	8	28	373
0.25	1	5	26	1	1	28	373
0.25	1	3	26	1	2	28	373
0.25	1	1	26	1	3	28	373
0.25	1	4	26	1	4	28	373
0.25	1	2	26	1	7	28	373
0.25	1	6	26	1	8	28	373
0.251	1	5	26	2	1	28	373
0.251	1	3	26	2	2	28	373
0.251	1	1	26	2	3	28	373
0.251	1	4	26	2	4	28	373
0.251	1	2	26	2	7	28	373
0.251	1	6	26	2	8	28	373
0.252	1	5	26	3	1	28	373
0.252	1	3	26	3	2	28	373
0.252	1	1	26	3	3	28	373
0.252	1	4	26	3	4	28	373
0.252	1	2	26	3	7	28	373
0.252	1	6	26	3	8	28	373
0.253	1	5	26	4	1	28	373
0.253	1	3	26	4	2	28	373
0.253	1	1	26	4	3	28	373
0.253	1	4	26	4	4	28	373
0.253	1	2	26	4	7	28	373
0.253	1	6	26	4	8	28	373
0.254	1	5	26	5	1	28	373
0.254	1	3	26	5	2	28	373
0.254	1	1	26	5	3	28	373
0.254	1	4	26	5	4	28	373
0.254	1	2	26	5	7	28	373
0.254	1	6	26	5	8	28	373
0.255	1	5	26	6	1	28	373
0.255	1	3	26	6	2	28	373
0.255	1	1	26	6	3	28	373
0.255	1	4	26	6	4	28	373
0.255	1	2	26	6	7	28	373
0.255	1	6	26	6	8	28	373
0.256	1	5	26	7	1	28	373
0.256	1	3	26	7	2	28	373
0.256	1	1	26	7	3	28	373
0.256	1	4	26	7	4	28	373
0.256	1	2	26	7	7	28	373
0.256	1	6	26	7	8	28	373
0.257	1	5	26	8	1	28	373
0.257	1	3	26	8	2	28	373
0.257	1	1	26	8	3	28	373
0.257	1	4	26	8	4	28	373
0.257	1	2	26	8	7	28	373
0.257	1	6	26	8	8	28	373
0.258	1	5	26	9	1	28	373
0.258	1	3	26	9	2	28	373
0.258	1	1	26	9	3	28	373
0.258	1	4	26	9	4	28	373
0.258	1	2	26	9	7	28	373
0.258	1	6	26	9	8	28	373
0.259	1	5	26	10	1	28	373
0.259	1	3	26	10	2	28	373
0.259	1	1	26	10	3	28	373
0.259	1	4	26	10	4	28	373
0.259	1	2	26	10	7	28	373
0.259	1	6	26	10	8	28	373
0.26	1	5	27	1	1	28	373
0.26	1	3	27	1	2	28	373
0.26	1	1	27	1	3	28	373
0.26	1	4	27	1	4	28	373
0.26	1	2	27	1	7	28	373
0.26	1	6	27	1	8	28	373
0.261	1	5	27	2	1	28	373
0.261	1	3	27	2	2	28	373
0.261	1	1	27	2	3	28	373
0.261	1	4	27	2	4	28	373
0.261	1	2	27	2	7	28	373
0.261	1	6	27	2	8	28	373
0.262	1	5	27	3	1	28	373
0.262	1	3	27	3	2	28	373
0.262	1	1	27	3	3	28	373
0.262	1	4	27	3	4	28	373
0.262	1	2	27	3	7	28	373
0.262	1	6	27	3	8	28	373
0.263	1	5	27	4	1	28	373
0.263	1	3	27	4	2	28	373
0.263	1	1	27	4	3	28	373
0.263	1	4	27	4	4	28	373
0.263	1	2	27	4	7	28	373
0.263	1	6	27	4	8	28	373
0.264	1	5	27	5	1	28	373
0.264	1	3	27	5	2	28	373
0.264	1	1	27	5	3	28	373
0.264	1	4	27	5	4	28	373
0.264	1	2	27	5	7	28	373
0.264	1	6	27	5	8	28	373
0.265	1	5	27	6	1	28	373
0.265	1	3	27	6	2	28	373
0.265	1	1	27	6	3	28	373
0.265	1	4	27	6	4	28	373
0.265	1	2	27	6	7	28	373
0.265	1	6	27	6	8	28	373
0.266	1	5	27	7	1	28	373
0.266	1	3	27	7	2	28	373
0.266	1	1	27	7	3	28	373
0.266	1	4	27	7	4	28	373
0.266	1	2	27	7	7	28	373
0.266	1	6	27	7	8	28	373
0.267	1	5	27	8	1	28	373
0.267	1	3	27	8	2	28	373
0.267	1	1	27	8	3	28	373
0.267	1	4	27	8	4	28	373
0.267	1	2	27	8	7	28	373
0.267	1	6	27	8	8	28	373
0.268	1	5	27	9	1	28	373
0.268	1	3	27	9	2	28	373
0.268	1	1	27	9	3	28	373
0.268	1	4	27	9	4	28	373
0.268	1	2	27	9	7	28	373
0.268	1	6	27	9	8	28	373
0.269	1	5	27	10	1	28	373
0.269	1	3	27	10	2	28	373
0.269	1	1	27	10	3	28	373
0.269	1	4	27	10	4	28	373
0.269	1	2	27	10	7	28	373
0.269	1	6	27	10	8	28	373
0.27	1	5	28	1	1	28	373
0.27	1	3	28	1	2	28	373
0.27	1	1	28	1	3	28	373
0.27	1	4	28	1	4	28	373
0.27	1	2	28	1	7	28	373
0.27	1	6	28	1	8	28	373
0.271	1	5	28	2	1	28	373
0.271	1	3	28	2	2	28	373
0.271	1	1	28	2	3	28	373
0.271	1	4	28	2	4	28	373
0.271	1	2	28	2	7	28	373
0.271	1	6	28	2	8	28	373
0.272	1	5	28	3	1	28	373
0.272	1	3	28	3	2	28	373
0.272	1	1	28	3	3	28	373
0.272	1	4	28	3	4	28	373
0.272	1	2	28	3	7	28	373
0.272	1	6	28	3	8	28	373
0.273	1	5	28	4	1	28	373
0.273	1	3	28	4	2	28	373
0.273	1	1	28	4	3	28	373
0.273	1	4	28	4	4	28	373
0.273	1	2	28	4	7	28	373
0.273	1	6	28	4	8	28	373
0.274	1	5	28	5	1	28	373
0.274	1	3	28	5	2	28	373
0.274	1	1	28	5	3	28	373
0.274	1	4	28	5	4	28	373
0.274	1	2	28	5	7	28	373
0.274	1	6	28	5	8	28	373
0.275	1	5	28	6	1	28	373
0.275	1	3	28	6	2	28	373
0.275	1	1	28	6	3	28	373
0.275	1	4	28	6	4	28	373
0.275	1	2	28	6	7	28	373
0.275	1	6	28	6	8	28	373
0.276	1	5	28	7	1	28	373
0.276	1	3	28	7	2	28	373
0.276	1	1	28	7	3	28	373
0.276	1	4	28	7	4	28	373
0.276	1	2	28	7	7	28	373
0.276	1	6	28	7	8	28	373
0.277	1	5	28	8	1	28	373
0.277	1	3	28	8	2	28	373
0.277	1	1	28	8	3	28	373
0.277	1	4	28	8	4	28	373
0.277	1	2	28	8	7	28	373
0.277	1	6	28	8	8	28	373
0.278	1	5	28	9	1	28	373
0.278	1	3	28	9	2	28	373
0.278	1	1	28	9	3	28	373
0.278	1	4	28	9	4	28	373
0.278	1	2	28	9	7	28	373
0.278	1	6	28	9	8	28	373
0.279	1	5	28	10	1	28	373
0.279	1	3	28	10	2	28	373
0.279	1	1	28	10	3	28	373
0.279	1	4	28	10	4	28	373
0.279	1	2	28	10	7	28	373
0.279	1	6	28	10	8	28	373
0.28	1	5	29	1	1	28	373
0.28	1	3	29	1	2	28	373
0.28	1	1	29	1	3	28	373
0.28	1	4	29	1	4	28	373
0.28	1	2	29	1	7	28	373
0.28	1	6	29	1	8	28	373
0.281	1	5	29	2	1	28	373
0.281	1	3	29	2	2	28	373
0.281	1	1	29	2	3	28	373
0.281	1	4	29	2	4	28	373
0.281	1	2	29	2	7	28	373
0.281	1	6	29	2	8	28	373
0.282	1	5	29	3	1	28	373
0.282	1	3	29	3	2	28	373
0.282	1	1	29	3	3	28	373
0.282	1	4	29	3	4	28	373
0.282	1	2	29	3	7	28	373
0.282	1	6	29	3	8	28	373
0.283	1	5	29	4	1	28	373
0.283	1	3	29	4	2	28	373
0.283	1	1	29	4	3	28	373
0.283	1	4	29	4	4	28	373
0.283	1	2	29	4	7	28	373
0.283	1	6	29	4	8	28	373
0.284	1	5	29	5	1	28	373
0.284	1	3	29	5	2	28	373
0.284	1	1	29	5	3	28	373
0.284	1	4	29	5	4	28	373
0.284	1	2	29	5	7	28	373
0.284	1	6	29	5	8	28	373
0.285	1	5	29	6	1	28	373
0.285	1	3	29	6	2	28	373
0.285	1	1	29	6	3	28	373
0.285	1	4	29	6	4	28	373
0.285	1	2	29	6	7	28	373
0.285	1	6	29	6	8	28	373
